Filled container:
0: Coorinates (848, 1) - 1
7650: Coorinates (188, 722) - 722
7651: Coorinates (537, 722) - 722
7652: Complex number (948, 381) - 722
7653: Complex number (493, 895) - 722
7654: Complex number (988, 260) - 722
7655: Complex number (972, 320) - 723
7656: Complex number (975, 311) - 723
7657: Complex number (698, 748) - 723
7658: Coorinates (114, 723) - 723
7659: Complex number (564, 854) - 723
7660: Complex number (441, 924) - 723
7661: Coorinates (449, 723) - 723
7662: Complex number (986, 273) - 723
7663: Complex number (716, 731) - 723
7664: Coorinates (649, 723) - 723
7665: Coorinates (891, 723) - 723
7666: Complex number (469, 911) - 724
7667: Complex number (933, 425) - 724
7668: Coorinates (481, 724) - 724
7669: Coorinates (437, 724) - 724
7670: Complex number (902, 486) - 724
7671: Complex number (996, 243) - 724
7672: Complex number (599, 831) - 724
7673: Coorinates (230, 725) - 725
7674: Complex number (993, 256) - 725
7675: Coorinates (130, 725) - 725
7676: Coorinates (464, 725) - 725
7677: Coorinates (877, 725) - 725
7678: Complex number (371, 956) - 725
7679: Complex number (662, 784) - 725
7680: Complex number (392, 948) - 725
7681: Complex number (994, 252) - 725
7682: Complex number (704, 746) - 725
7683: Coorinates (739, 725) - 725
7684: Complex number (643, 799) - 725
7685: Complex number (496, 898) - 725
7686: Complex number (886, 518) - 725
7687: Coorinates (406, 725) - 725
7688: Complex number (657, 789) - 726
7689: Coorinates (383, 726) - 726
7690: Complex number (642, 803) - 726
7691: Coorinates (614, 726) - 726
7692: Complex number (626, 815) - 726
7693: Coorinates (673, 726) - 726
7694: Coorinates (361, 726) - 726
7695: Complex number (297, 984) - 726
7696: Complex number (408, 943) - 726
7697: Complex number (702, 750) - 726
7698: Complex number (854, 572) - 726
7699: Complex number (263, 993) - 726
7700: Complex number (985, 299) - 727
7701: Complex number (973, 335) - 727
7702: Complex number (973, 334) - 727
7703: Complex number (917, 466) - 727
7704: Complex number (809, 635) - 727
7705: Coorinates (762, 727) - 727
7706: Complex number (595, 839) - 727
7707: Coorinates (543, 727) - 727
7708: Complex number (319, 978) - 727
7709: Coorinates (560, 727) - 727
7710: Complex number (903, 492) - 727
7711: Coorinates (89, 727) - 727
7712: Coorinates (42, 727) - 727
7713: Complex number (845, 588) - 727
7714: Coorinates (626, 727) - 727
7715: Complex number (300, 984) - 727
7716: Coorinates (296, 727) - 727
7717: Coorinates (511, 727) - 727
7718: Complex number (828, 610) - 727
7719: Complex number (822, 618) - 727
7720: Coorinates (440, 728) - 728
7721: Complex number (729, 728) - 728
7722: Coorinates (739, 728) - 728
7723: Coorinates (581, 728) - 728
7724: Coorinates (250, 728) - 728
7725: Complex number (659, 792) - 728
7726: Complex number (993, 272) - 728
7727: Complex number (633, 813) - 728
7728: Coorinates (370, 728) - 728
7729: Coorinates (928, 728) - 728
7730: Complex number (429, 939) - 729
7731: Coorinates (50, 729) - 729
7732: Coorinates (208, 729) - 729
7733: Complex number (744, 714) - 729
7734: Coorinates (345, 729) - 729
7735: Coorinates (168, 729) - 729
7736: Complex number (990, 289) - 729
7737: Complex number (781, 674) - 729
7738: Coorinates (826, 729) - 729
7739: Coorinates (348, 729) - 729
7740: Complex number (990, 290) - 729
7741: Complex number (338, 974) - 729
7742: Complex number (629, 817) - 729
7743: Complex number (514, 894) - 729
7744: Coorinates (788, 729) - 729
7745: Coorinates (154, 729) - 729
7746: Complex number (419, 942) - 729
7747: Complex number (969, 357) - 730
7748: Complex number (845, 594) - 730
7749: Coorinates (941, 730) - 730
7750: Coorinates (547, 730) - 730
7751: Complex number (300, 989) - 730
7752: Coorinates (226, 730) - 730
7753: Complex number (300, 988) - 730
7754: Complex number (836, 608) - 730
7755: Complex number (863, 568) - 730
7756: Coorinates (389, 730) - 730
7757: Complex number (804, 649) - 730
7758: Complex number (438, 936) - 730
7759: Complex number (690, 769) - 730
7760: Complex number (485, 913) - 731
7761: Coorinates (431, 731) - 731
7762: Complex number (659, 798) - 731
7763: Complex number (349, 974) - 731
7764: Complex number (971, 358) - 731
7765: Coorinates (166, 731) - 731
7766: Coorinates (815, 731) - 731
7767: Complex number (881, 542) - 731
7768: Complex number (849, 591) - 731
7769: Coorinates (930, 731) - 731
7770: Coorinates (15, 732) - 732
7771: Complex number (953, 405) - 732
7772: Coorinates (287, 732) - 732
7773: Coorinates (965, 732) - 732
7774: Complex number (309, 989) - 732
7775: Coorinates (261, 732) - 732
7776: Complex number (540, 884) - 732
7777: Complex number (776, 686) - 732
7778: Coorinates (594, 732) - 732
7779: Coorinates (472, 733) - 733
7780: Coorinates (478, 733) - 733
7781: Complex number (341, 979) - 733
7782: Complex number (942, 436) - 733
7783: Complex number (940, 440) - 733
7784: Coorinates (184, 733) - 733
7785: Complex number (584, 858) - 733
7786: Coorinates (705, 733) - 733
7787: Complex number (835, 615) - 733
7788: Complex number (413, 951) - 733
7789: Complex number (291, 995) - 733
7790: Complex number (558, 875) - 733
7791: Coorinates (632, 733) - 733
7792: Complex number (318, 987) - 733
7793: Coorinates (784, 734) - 734
7794: Complex number (638, 820) - 734
7795: Complex number (973, 363) - 734
7796: Coorinates (285, 734) - 734
7797: Complex number (823, 633) - 734
7798: Complex number (642, 817) - 734
7799: Coorinates (713, 734) - 734
7800: Complex number (689, 777) - 734
7801: Coorinates (84, 735) - 735
7802: Complex number (595, 853) - 735
7803: Complex number (982, 345) - 735
7804: Coorinates (510, 735) - 735
7805: Coorinates (219, 735) - 735
7806: Coorinates (469, 735) - 735
7807: Coorinates (869, 735) - 735
7808: Complex number (436, 945) - 735
7809: Coorinates (639, 735) - 735
7810: Coorinates (423, 735) - 735
7811: Coorinates (755, 735) - 735
7812: Coorinates (884, 735) - 735
7813: Complex number (969, 378) - 735
7814: Complex number (348, 980) - 735
7815: Complex number (540, 889) - 735
7816: Coorinates (191, 735) - 735
7817: Coorinates (645, 735) - 735
7818: Complex number (716, 755) - 735
7819: Coorinates (577, 735) - 735
7820: Coorinates (486, 735) - 735
7821: Coorinates (664, 735) - 735
7822: Coorinates (885, 735) - 735
7823: Complex number (655, 808) - 735
7824: Coorinates (729, 736) - 736
7825: Complex number (964, 395) - 736
7826: Coorinates (566, 736) - 736
7827: Coorinates (673, 736) - 736
7828: Complex number (784, 685) - 736
7829: Coorinates (387, 736) - 736
7830: Coorinates (162, 736) - 736
7831: Complex number (478, 925) - 736
7832: Complex number (522, 902) - 736
7833: Complex number (809, 657) - 736
7834: Coorinates (6, 736) - 736
7835: Complex number (862, 584) - 736
7836: Complex number (863, 582) - 736
7837: Complex number (984, 345) - 737
7838: Complex number (778, 695) - 737
7839: Coorinates (32, 737) - 737
7840: Complex number (967, 391) - 737
7841: Coorinates (42, 737) - 737
7842: Coorinates (313, 737) - 737
7843: Coorinates (589, 737) - 737
7844: Complex number (317, 994) - 737
7845: Complex number (751, 723) - 737
7846: Complex number (893, 540) - 737
7847: Complex number (640, 823) - 737
7848: Coorinates (45, 737) - 737
7849: Coorinates (390, 737) - 737
7850: Coorinates (881, 737) - 737
7851: Coorinates (282, 738) - 738
7852: Complex number (458, 938) - 738
7853: Complex number (489, 923) - 738
7854: Complex number (738, 738) - 738
7855: Coorinates (345, 738) - 738
7856: Coorinates (351, 738) - 738
7857: Complex number (363, 980) - 738
7858: Coorinates (784, 738) - 738
7859: Complex number (309, 998) - 738
7860: Coorinates (472, 738) - 738
7861: Coorinates (420, 738) - 738
7862: Coorinates (6, 738) - 738
7863: Complex number (495, 919) - 738
7864: Complex number (609, 851) - 739
7865: Complex number (594, 860) - 739
7866: Complex number (507, 915) - 739
7867: Complex number (670, 803) - 739
7868: Coorinates (434, 739) - 739
7869: Complex number (941, 457) - 739
7870: Coorinates (412, 739) - 739
7871: Complex number (974, 382) - 739
7872: Complex number (585, 867) - 739
7873: Complex number (628, 838) - 740
7874: Complex number (363, 983) - 740
7875: Coorinates (704, 740) - 740
7876: Complex number (536, 900) - 740
7877: Complex number (666, 808) - 740
7878: Coorinates (479, 740) - 740
7879: Complex number (512, 914) - 740
7880: Complex number (608, 853) - 740
7881: Complex number (621, 844) - 740
7882: Complex number (914, 510) - 740
7883: Complex number (986, 354) - 740
7884: Complex number (751, 731) - 741
7885: Complex number (409, 966) - 741
7886: Coorinates (40, 741) - 741
7887: Complex number (809, 667) - 741
7888: Coorinates (726, 741) - 741
7889: Coorinates (686, 741) - 741
7890: Coorinates (742, 741) - 741
7891: Complex number (942, 460) - 741
7892: Coorinates (651, 741) - 741
7893: Complex number (999, 321) - 741
7894: Complex number (905, 529) - 741
7895: Coorinates (572, 741) - 741
7896: Complex number (659, 815) - 741
7897: Complex number (365, 983) - 741
7898: Coorinates (909, 741) - 741
7899: Complex number (962, 418) - 741
7900: Coorinates (797, 742) - 742
7901: Coorinates (498, 742) - 742
7902: Coorinates (348, 742) - 742
7903: Complex number (729, 756) - 742
7904: Complex number (649, 826) - 742
7905: Complex number (848, 619) - 742
7906: Coorinates (255, 742) - 742
7907: Coorinates (290, 742) - 742
7908: Complex number (592, 867) - 742
7909: Complex number (584, 872) - 742
7910: Complex number (865, 599) - 743
7911: Coorinates (778, 743) - 743
7912: Complex number (584, 875) - 743
7913: Coorinates (424, 743) - 743
7914: Complex number (626, 845) - 743
7915: Coorinates (976, 743) - 743
7916: Complex number (405, 970) - 743
7917: Complex number (961, 428) - 743
7918: Complex number (843, 630) - 744
7919: Complex number (969, 412) - 744
7920: Complex number (427, 963) - 744
7921: Complex number (595, 869) - 744
7922: Complex number (890, 562) - 744
7923: Complex number (491, 932) - 744
7924: Complex number (904, 541) - 744
7925: Coorinates (536, 744) - 744
7926: Coorinates (44, 744) - 744
7927: Coorinates (376, 744) - 744
7928: Complex number (814, 668) - 744
7929: Complex number (542, 904) - 745
7930: Complex number (809, 676) - 745
7931: Complex number (763, 727) - 745
7932: Coorinates (255, 745) - 745
7933: Complex number (876, 586) - 745
7934: Complex number (664, 819) - 745
7935: Complex number (779, 711) - 745
7936: Coorinates (505, 745) - 745
7937: Complex number (608, 862) - 745
7938: Complex number (763, 728) - 745
7939: Coorinates (581, 745) - 745
7940: Coorinates (739, 745) - 745
7941: Complex number (685, 802) - 745
7942: Complex number (989, 367) - 745
7943: Complex number (800, 688) - 746
7944: Complex number (874, 592) - 746
7945: Complex number (822, 662) - 746
7946: Complex number (736, 757) - 746
7947: Coorinates (932, 746) - 746
7948: Coorinates (465, 746) - 746
7949: Complex number (845, 632) - 746
7950: Complex number (738, 754) - 746
7951: Coorinates (704, 746) - 746
7952: Complex number (766, 727) - 746
7953: Complex number (537, 911) - 747
7954: Complex number (946, 471) - 747
7955: Complex number (885, 578) - 747
7956: Complex number (824, 662) - 747
7957: Complex number (469, 947) - 747
7958: Coorinates (902, 747) - 747
7959: Complex number (609, 864) - 747
7960: Complex number (924, 515) - 747
7961: Coorinates (268, 747) - 747
7962: Coorinates (101, 747) - 747
7963: Complex number (899, 555) - 747
7964: Coorinates (28, 747) - 747
7965: Complex number (883, 583) - 748
7966: Coorinates (368, 748) - 748
7967: Coorinates (800, 748) - 748
7968: Coorinates (773, 748) - 748
7969: Complex number (425, 969) - 748
7970: Coorinates (942, 748) - 748
7971: Coorinates (300, 748) - 748
7972: Coorinates (565, 748) - 748
7973: Coorinates (757, 748) - 748
7974: Coorinates (728, 748) - 748
7975: Complex number (781, 715) - 748
7976: Coorinates (871, 748) - 748
7977: Coorinates (48, 749) - 749
7978: Complex number (422, 972) - 749
7979: Coorinates (86, 749) - 749
7980: Coorinates (108, 749) - 749
7981: Complex number (907, 549) - 749
7982: Complex number (773, 726) - 749
7983: Coorinates (192, 749) - 749
7984: Complex number (917, 531) - 749
7985: Coorinates (870, 749) - 749
7986: Complex number (657, 831) - 749
7987: Coorinates (680, 749) - 749
7988: Complex number (529, 918) - 749
7989: Complex number (850, 634) - 749
7990: Complex number (809, 685) - 749
7991: Coorinates (304, 750) - 750
7992: Complex number (416, 977) - 750
7993: Complex number (892, 574) - 750
7994: Coorinates (227, 750) - 750
7995: Coorinates (440, 750) - 750
7996: Complex number (682, 813) - 750
7997: Coorinates (441, 750) - 750
7998: Coorinates (545, 750) - 750
7999: Coorinates (802, 750) - 750
8000: Complex number (812, 683) - 750
8001: Coorinates (976, 750) - 750
8002: Complex number (981, 408) - 751
8003: Coorinates (131, 751) - 751
8004: Coorinates (672, 751) - 751
8005: Complex number (812, 686) - 751
8006: Complex number (637, 850) - 751
8007: Coorinates (696, 751) - 751
8008: Complex number (754, 748) - 751
8009: Complex number (686, 812) - 751
8010: Coorinates (947, 751) - 751
8011: Complex number (997, 371) - 752
8012: Complex number (760, 745) - 752
8013: Complex number (769, 736) - 752
8014: Coorinates (368, 752) - 752
8015: Complex number (426, 975) - 752
8016: Complex number (790, 714) - 752
8017: Complex number (843, 650) - 752
8018: Complex number (440, 969) - 752
8019: Complex number (848, 643) - 752
8020: Complex number (587, 888) - 752
8021: Complex number (373, 997) - 752
8022: Complex number (493, 943) - 752
8023: Coorinates (182, 752) - 752
8024: Coorinates (123, 752) - 752
8025: Complex number (579, 893) - 752
8026: Coorinates (330, 752) - 752
8027: Coorinates (460, 752) - 752
8028: Coorinates (761, 753) - 753
8029: Coorinates (310, 753) - 753
8030: Coorinates (483, 753) - 753
8031: Complex number (527, 926) - 753
8032: Coorinates (579, 753) - 753
8033: Complex number (970, 442) - 753
8034: Complex number (396, 990) - 753
8035: Coorinates (837, 753) - 753
8036: Coorinates (808, 753) - 753
8037: Complex number (576, 896) - 753
8038: Coorinates (284, 754) - 754
8039: Coorinates (699, 754) - 754
8040: Complex number (842, 656) - 754
8041: Coorinates (161, 754) - 754
8042: Coorinates (940, 754) - 754
8043: Complex number (408, 986) - 754
8044: Complex number (818, 688) - 755
8045: Coorinates (459, 755) - 755
8046: Complex number (606, 880) - 755
8047: Complex number (947, 494) - 755
8048: Complex number (887, 596) - 755
8049: Complex number (744, 767) - 755
8050: Complex number (999, 379) - 755
8051: Complex number (945, 499) - 755
8052: Complex number (913, 555) - 755
8053: Complex number (653, 846) - 755
8054: Coorinates (483, 755) - 755
8055: Coorinates (550, 755) - 755
8056: Complex number (952, 486) - 755
8057: Coorinates (525, 755) - 755
8058: Complex number (921, 541) - 755
8059: Coorinates (754, 755) - 755
8060: Complex number (708, 800) - 755
8061: Complex number (509, 939) - 755
8062: Coorinates (861, 756) - 756
8063: Complex number (637, 860) - 756
8064: Coorinates (715, 756) - 756
8065: Complex number (941, 510) - 756
8066: Coorinates (71, 756) - 756
8067: Complex number (876, 615) - 756
8068: Complex number (740, 774) - 757
8069: Complex number (676, 831) - 757
8070: Complex number (413, 988) - 757
8071: Complex number (987, 417) - 757
8072: Complex number (468, 963) - 757
8073: Coorinates (669, 757) - 757
8074: Complex number (392, 997) - 757
8075: Coorinates (152, 757) - 757
8076: Complex number (835, 672) - 757
8077: Complex number (664, 840) - 757
8078: Complex number (950, 496) - 757
8079: Coorinates (94, 757) - 757
8080: Complex number (993, 401) - 757
8081: Complex number (451, 971) - 757
8082: Coorinates (170, 757) - 757
8083: Complex number (584, 900) - 758
8084: Complex number (793, 722) - 758
8085: Complex number (1000, 390) - 758
8086: Coorinates (508, 758) - 758
8087: Coorinates (68, 758) - 758
8088: Complex number (991, 410) - 758
8089: Complex number (896, 591) - 758
8090: Coorinates (332, 758) - 758
8091: Coorinates (613, 758) - 758
8092: Coorinates (764, 758) - 758
8093: Coorinates (2, 758) - 758
8094: Complex number (887, 604) - 758
8095: Complex number (992, 409) - 758
8096: Complex number (399, 996) - 758
8097: Coorinates (526, 758) - 758
8098: Complex number (859, 642) - 758
8099: Complex number (473, 962) - 758
8100: Coorinates (471, 758) - 758
8101: Complex number (957, 487) - 759
8102: Complex number (776, 742) - 759
8103: Complex number (772, 746) - 759
8104: Complex number (959, 485) - 759
8105: Coorinates (173, 759) - 759
8106: Complex number (707, 809) - 759
8107: Complex number (759, 760) - 759
8108: Coorinates (397, 759) - 759
8109: Coorinates (736, 759) - 759
8110: Complex number (744, 775) - 759
8111: Coorinates (452, 759) - 759
8112: Complex number (738, 780) - 759
8113: Complex number (990, 417) - 759
8114: Complex number (496, 955) - 760
8115: Coorinates (653, 760) - 760
8116: Complex number (718, 800) - 760
8117: Coorinates (53, 760) - 760
8118: Coorinates (79, 760) - 760
8119: Complex number (620, 879) - 760
8120: Complex number (540, 930) - 760
8121: Coorinates (521, 760) - 760
8122: Complex number (736, 784) - 760
8123: Coorinates (307, 760) - 760
8124: Complex number (921, 557) - 761
8125: Complex number (626, 876) - 761
8126: Coorinates (154, 761) - 761
8127: Coorinates (756, 761) - 761
8128: Coorinates (324, 761) - 761
8129: Complex number (550, 926) - 761
8130: Complex number (798, 723) - 761
8131: Coorinates (360, 761) - 761
8132: Complex number (983, 440) - 761
8133: Coorinates (239, 761) - 761
8134: Complex number (910, 577) - 761
8135: Complex number (880, 620) - 761
8136: Complex number (963, 485) - 762
8137: Complex number (898, 596) - 762
8138: Coorinates (221, 762) - 762
8139: Complex number (425, 991) - 762
8140: Coorinates (603, 762) - 762
8141: Complex number (495, 958) - 762
8142: Coorinates (313, 762) - 762
8143: Complex number (671, 844) - 762
8144: Complex number (930, 547) - 762
8145: Complex number (871, 636) - 762
8146: Complex number (584, 906) - 762
8147: Complex number (905, 587) - 762
8148: Coorinates (953, 762) - 762
8149: Complex number (927, 552) - 762
8150: Complex number (753, 774) - 763
8151: Coorinates (565, 763) - 763
8152: Coorinates (510, 763) - 763
8153: Coorinates (583, 763) - 763
8154: Coorinates (351, 763) - 763
8155: Coorinates (594, 763) - 763
8156: Complex number (441, 986) - 763
8157: Complex number (785, 742) - 763
8158: Complex number (763, 764) - 763
8159: Coorinates (796, 764) - 764
8160: Coorinates (263, 764) - 764
8161: Coorinates (67, 764) - 764
8162: Coorinates (298, 764) - 764
8163: Coorinates (704, 764) - 764
8164: Coorinates (750, 764) - 764
8165: Complex number (965, 487) - 764
8166: Coorinates (191, 764) - 764
8167: Coorinates (605, 764) - 764
8168: Complex number (468, 975) - 764
8169: Coorinates (258, 764) - 764
8170: Complex number (576, 915) - 764
8171: Complex number (812, 713) - 764
8172: Complex number (918, 570) - 764
8173: Coorinates (834, 765) - 765
8174: Complex number (967, 488) - 765
8175: Coorinates (472, 765) - 765
8176: Complex number (822, 704) - 765
8177: Coorinates (838, 765) - 765
8178: Complex number (655, 862) - 765
8179: Coorinates (342, 765) - 765
8180: Coorinates (681, 765) - 765
8181: Complex number (964, 494) - 765
8182: Complex number (922, 570) - 766
8183: Complex number (838, 687) - 766
8184: Complex number (810, 720) - 766
8185: Coorinates (8, 766) - 766
8186: Coorinates (212, 766) - 766
8187: Complex number (422, 999) - 766
8188: Coorinates (552, 766) - 766
8189: Coorinates (377, 766) - 766
8190: Complex number (730, 801) - 766
8191: Coorinates (999, 766) - 766
8192: Coorinates (254, 766) - 766
8193: Complex number (764, 768) - 766
8194: Complex number (955, 513) - 766
8195: Complex number (734, 797) - 766
8196: Complex number (468, 977) - 766
8197: Complex number (922, 572) - 767
8198: Coorinates (424, 767) - 767
8199: Coorinates (337, 767) - 767
8200: Complex number (648, 871) - 767
8201: Complex number (887, 625) - 767
8202: Coorinates (659, 767) - 767
8203: Complex number (484, 972) - 767
8204: Complex number (545, 938) - 767
8205: Complex number (909, 594) - 767
8206: Coorinates (8, 767) - 767
8207: Coorinates (930, 767) - 767
8208: Coorinates (363, 767) - 767
8209: Complex number (765, 770) - 767
8210: Complex number (879, 639) - 768
8211: Coorinates (924, 768) - 768
8212: Complex number (889, 626) - 768
8213: Coorinates (168, 768) - 768
8214: Coorinates (990, 768) - 768
8215: Coorinates (348, 768) - 768
8216: Coorinates (312, 768) - 768
8217: Complex number (553, 935) - 768
8218: Complex number (603, 905) - 768
8219: Complex number (656, 866) - 768
8220: Coorinates (483, 768) - 768
8221: Complex number (589, 913) - 768
8222: Complex number (477, 976) - 768
8223: Complex number (962, 510) - 769
8224: Coorinates (263, 769) - 769
8225: Coorinates (218, 769) - 769
8226: Complex number (881, 638) - 769
8227: Complex number (918, 585) - 769
8228: Coorinates (653, 769) - 769
8229: Complex number (478, 978) - 769
8230: Complex number (748, 791) - 769
8231: Coorinates (21, 769) - 769
8232: Coorinates (153, 769) - 769
8233: Coorinates (720, 769) - 769
8234: Complex number (832, 701) - 769
8235: Complex number (882, 638) - 769
8236: Coorinates (499, 769) - 769
8237: Complex number (996, 437) - 769
8238: Coorinates (972, 769) - 769
8239: Coorinates (554, 769) - 769
8240: Complex number (622, 893) - 769
8241: Coorinates (216, 769) - 769
8242: Complex number (485, 975) - 770
8243: Coorinates (532, 770) - 770
8244: Complex number (1000, 433) - 770
8245: Coorinates (225, 770) - 770
8246: Coorinates (951, 770) - 770
8247: Coorinates (503, 770) - 770
8248: Coorinates (252, 770) - 770
8249: Coorinates (315, 770) - 770
8250: Coorinates (180, 770) - 770
8251: Complex number (790, 750) - 770
8252: Coorinates (865, 770) - 770
8253: Coorinates (517, 771) - 771
8254: Complex number (861, 671) - 771
8255: Coorinates (250, 771) - 771
8256: Coorinates (577, 771) - 771
8257: Complex number (932, 568) - 771
8258: Coorinates (635, 771) - 771
8259: Coorinates (546, 771) - 771
8260: Complex number (938, 558) - 771
8261: Coorinates (743, 771) - 771
8262: Complex number (936, 562) - 771
8263: Coorinates (180, 771) - 771
8264: Complex number (856, 676) - 771
8265: Complex number (737, 806) - 772
8266: Coorinates (104, 772) - 772
8267: Coorinates (884, 772) - 772
8268: Complex number (959, 523) - 772
8269: Complex number (492, 975) - 772
8270: Complex number (859, 676) - 772
8271: Coorinates (896, 772) - 772
8272: Complex number (955, 531) - 772
8273: Coorinates (813, 773) - 773
8274: Coorinates (192, 773) - 773
8275: Coorinates (302, 773) - 773
8276: Complex number (540, 951) - 773
8277: Complex number (912, 604) - 773
8278: Complex number (564, 937) - 773
8279: Complex number (479, 983) - 773
8280: Coorinates (362, 773) - 773
8281: Complex number (930, 577) - 773
8282: Complex number (823, 720) - 773
8283: Coorinates (831, 773) - 773
8284: Coorinates (895, 773) - 773
8285: Coorinates (537, 774) - 774
8286: Coorinates (487, 774) - 774
8287: Complex number (868, 667) - 774
8288: Coorinates (4, 774) - 774
8289: Coorinates (125, 774) - 774
8290: Coorinates (599, 774) - 774
8291: Coorinates (206, 775) - 775
8292: Complex number (546, 951) - 775
8293: Complex number (745, 805) - 775
8294: Complex number (977, 498) - 775
8295: Complex number (679, 861) - 775
8296: Coorinates (676, 775) - 775
8297: Complex number (835, 710) - 775
8298: Coorinates (574, 775) - 775
8299: Coorinates (309, 775) - 775
8300: Complex number (626, 901) - 775
8301: Coorinates (692, 776) - 776
8302: Complex number (531, 961) - 776
8303: Complex number (880, 659) - 777
8304: Complex number (648, 888) - 777
8305: Complex number (693, 853) - 777
8306: Complex number (554, 949) - 777
8307: Coorinates (166, 777) - 777
8308: Coorinates (232, 777) - 777
8309: Coorinates (646, 778) - 778
8310: Coorinates (504, 778) - 778
8311: Coorinates (655, 778) - 778
8312: Complex number (746, 809) - 778
8313: Complex number (623, 907) - 778
8314: Complex number (927, 595) - 778
8315: Coorinates (141, 778) - 778
8316: Coorinates (876, 778) - 778
8317: Complex number (649, 890) - 778
8318: Complex number (543, 957) - 778
8319: Complex number (861, 687) - 778
8320: Coorinates (331, 779) - 779
8321: Coorinates (599, 779) - 779
8322: Coorinates (113, 779) - 779
8323: Complex number (973, 519) - 779
8324: Complex number (465, 999) - 779
8325: Complex number (839, 714) - 779
8326: Coorinates (439, 779) - 779
8327: Coorinates (468, 779) - 779
8328: Coorinates (836, 779) - 779
8329: Coorinates (480, 779) - 779
8330: Complex number (660, 883) - 779
8331: Coorinates (545, 779) - 779
8332: Coorinates (595, 779) - 779
8333: Coorinates (153, 780) - 780
8334: Coorinates (237, 780) - 780
8335: Coorinates (548, 780) - 780
8336: Coorinates (269, 780) - 780
8337: Complex number (665, 881) - 780
8338: Complex number (926, 600) - 780
8339: Complex number (718, 838) - 780
8340: Complex number (649, 895) - 781
8341: Complex number (712, 846) - 781
8342: Complex number (949, 567) - 781
8343: Coorinates (106, 781) - 781
8344: Complex number (941, 580) - 781
8345: Complex number (923, 609) - 781
8346: Complex number (983, 504) - 781
8347: Complex number (955, 555) - 781
8348: Coorinates (725, 781) - 781
8349: Complex number (722, 836) - 781
8350: Complex number (523, 974) - 781
8351: Coorinates (282, 782) - 782
8352: Complex number (777, 788) - 782
8353: Complex number (805, 760) - 782
8354: Coorinates (84, 782) - 782
8355: Coorinates (691, 782) - 782
8356: Complex number (964, 543) - 782
8357: Coorinates (901, 782) - 782
8358: Complex number (614, 920) - 782
8359: Complex number (987, 500) - 782
8360: Complex number (778, 787) - 782
8361: Complex number (789, 776) - 782
8362: Coorinates (733, 782) - 782
8363: Coorinates (151, 782) - 782
8364: Coorinates (848, 782) - 782
8365: Complex number (713, 847) - 782
8366: Complex number (924, 610) - 782
8367: Complex number (946, 575) - 782
8368: Complex number (490, 992) - 782
8369: Complex number (963, 547) - 783
8370: Coorinates (503, 783) - 783
8371: Complex number (991, 495) - 783
8372: Complex number (781, 786) - 783
8373: Complex number (920, 618) - 783
8374: Coorinates (845, 783) - 783
8375: Complex number (942, 583) - 783
8376: Coorinates (164, 783) - 783
8377: Complex number (612, 924) - 783
8378: Complex number (985, 508) - 783
8379: Coorinates (486, 784) - 784
8380: Complex number (641, 905) - 784
8381: Complex number (936, 596) - 784
8382: Coorinates (674, 784) - 784
8383: Coorinates (89, 784) - 784
8384: Coorinates (541, 784) - 784
8385: Coorinates (480, 784) - 784
8386: Coorinates (828, 784) - 784
8387: Complex number (902, 647) - 784
8388: Complex number (700, 861) - 784
8389: Complex number (968, 541) - 784
8390: Coorinates (712, 784) - 784
8391: Coorinates (876, 785) - 785
8392: Complex number (730, 838) - 785
8393: Complex number (848, 717) - 785
8394: Coorinates (385, 785) - 785
8395: Complex number (936, 598) - 785
8396: Coorinates (169, 785) - 785
8397: Complex number (990, 505) - 785
8398: Complex number (661, 895) - 786
8399: Coorinates (626, 786) - 786
8400: Coorinates (471, 786) - 786
8401: Coorinates (582, 786) - 786
8402: Coorinates (768, 786) - 786
8403: Coorinates (359, 786) - 786
8404: Coorinates (729, 786) - 786
8405: Complex number (845, 723) - 786
8406: Coorinates (825, 787) - 787
8407: Complex number (902, 653) - 787
8408: Coorinates (135, 787) - 787
8409: Complex number (804, 771) - 787
8410: Coorinates (158, 787) - 787
8411: Coorinates (552, 787) - 787
8412: Complex number (958, 567) - 787
8413: Coorinates (232, 787) - 787
8414: Coorinates (87, 787) - 787
8415: Coorinates (582, 787) - 787
8416: Complex number (670, 890) - 787
8417: Complex number (503, 993) - 787
8418: Complex number (907, 649) - 788
8419: Coorinates (370, 788) - 788
8420: Complex number (763, 814) - 788
8421: Complex number (895, 666) - 788
8422: Coorinates (137, 788) - 788
8423: Coorinates (222, 788) - 788
8424: Complex number (951, 581) - 788
8425: Coorinates (835, 788) - 788
8426: Complex number (635, 916) - 788
8427: Complex number (903, 655) - 788
8428: Coorinates (424, 788) - 788
8429: Complex number (508, 992) - 788
8430: Coorinates (958, 788) - 788
8431: Complex number (948, 588) - 788
8432: Coorinates (241, 789) - 789
8433: Coorinates (758, 789) - 789
8434: Coorinates (84, 789) - 789
8435: Coorinates (1, 789) - 789
8436: Coorinates (200, 789) - 789
8437: Complex number (929, 619) - 789
8438: Coorinates (754, 789) - 789
8439: Coorinates (225, 789) - 789
8440: Coorinates (70, 789) - 789
8441: Complex number (945, 594) - 789
8442: Complex number (645, 912) - 789
8443: Complex number (819, 758) - 789
8444: Coorinates (315, 790) - 790
8445: Coorinates (628, 790) - 790
8446: Coorinates (599, 790) - 790
8447: Coorinates (791, 790) - 790
8448: Coorinates (634, 790) - 790
8449: Coorinates (966, 790) - 790
